Sample Name/Number;Species Name;Image File Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter;Perimeter;Area;Holes;Area+Holes;Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM);ROI (left);ROI (top);ROI (right);ROI (bottom)
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-10-792.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;672;3253;19563;3772;23335;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:10;0;21;496;733
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-10-851.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;685;3405;19929;3484;23413;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:11;0;8;496;733
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-11-261.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;80;224;604;0;604;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:11;0;572;496;1068
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-10-892.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;613;3641;19323;3136;22459;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:11;0;82;496;733
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-11-287.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;80;224;604;0;604;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:11;0;572;496;1068
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-10-940.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;653;3174;19529;3949;23478;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:11;0;40;496;733
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-11-311.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;127;467;1206;100;1306;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:11;0;520;496;1016
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-10-966.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;670;3325;19581;3847;23428;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:11;0;23;496;733
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-11-340.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;127;467;1206;100;1306;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:12;0;520;496;1016
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-009.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;584;3306;18891;3211;22102;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:12;0;109;496;733
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-11-368.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;628;3307;13666;1343;15009;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:12;0;189;496;848
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-032.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;605;3164;19551;4160;23711;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:12;0;88;496;733
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-11-396.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;628;3307;13666;1343;15009;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:12;0;189;496;848
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-071.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;674;4081;20570;3454;24024;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:12;0;28;496;742
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-11-540.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;227;486;938;0;938;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:12;0;365;496;861
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-109.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;664;3260;19285;4600;23885;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:12;0;27;496;730
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-11-564.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;227;486;938;0;938;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:12;0;365;496;861
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-132.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;468;2294;15869;3399;19268;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:12;0;223;496;745
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-155.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;538;2889;17236;3614;20850;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:12;0;155;496;730
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-180.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;672;3587;19238;3736;22974;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:13;0;23;496;733
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-208.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;594;3143;18689;3564;22253;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:13;0;98;496;732
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-245.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;71;362;893;51;944;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:13;0;367;496;863
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-325.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;93;201;512;4;516;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:13;0;458;496;954
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-409.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;105;243;972;0;972;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:13;0;456;496;952
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-11-750.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;557;3115;14257;2135;16392;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:14;0;138;496;735
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-12-680.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;133;592;2081;309;2390;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:14;0;380;496;876
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-14-910.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;365;791;1845;1;1846;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:15;0;399;496;895
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-15-123.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;96;463;1059;100;1159;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:15;0;414;496;910
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-14-931.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;365;791;1845;1;1846;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:15;0;399;496;895
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-15-587.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;82;176;506;1;507;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:15;0;575;496;1071
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-15-611.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;82;176;506;1;507;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:15;0;575;496;1071
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-16-912.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;322;666;1018;0;1018;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:16;0;408;496;904
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-17-068.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;520;2320;9802;1361;11163;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:17;0;173;496;733
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-16-943.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;322;666;1018;0;1018;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:17;0;408;496;904
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-17-102.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;308;1320;5484;856;6340;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:17;0;316;496;812
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-021.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;353;730;1176;0;1176;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:17;0;37;496;533
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-17-137.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;224;944;3651;631;4282;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:17;0;354;496;850
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-052.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;353;730;1176;0;1176;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:17;0;37;496;533
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-17-165.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;212;900;2763;363;3126;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:18;0;375;496;871
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-082.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;353;730;1184;0;1184;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:18;0;37;496;533
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-17-192.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;132;512;1568;235;1803;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:18;0;385;496;881
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-118.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;353;730;1184;0;1184;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:18;0;37;496;533
#0000_0;Test Sample;2_#0000_0_2021_09_23-15-43-17-220.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;89;251;570;6;576;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:18;0;165;496;661
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-251.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;873;1447;0;1447;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:19;0;3;496;499
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-275.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;873;1447;0;1447;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:19;0;3;496;499
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-339.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;361;746;1217;0;1217;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:19;0;390;496;886
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-370.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;361;746;1217;0;1217;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:19;0;390;496;886
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-446.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;459;955;1561;0;1561;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:19;0;21;496;520
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-479.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;459;955;1561;0;1561;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:20;0;21;496;520
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-595.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;421;876;1409;0;1409;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:20;0;6;496;502
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-622.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;421;876;1409;0;1409;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:20;0;6;496;502
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-650.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;421;880;1367;0;1367;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:20;0;4;496;500
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-674.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;421;880;1367;0;1367;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:21;0;4;496;500
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-700.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;361;749;1185;0;1185;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:21;0;388;496;884
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-726.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;361;749;1185;0;1185;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:21;0;388;496;884
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-791.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;521;1076;1684;0;1684;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:21;0;282;496;843
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-812.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;521;1076;1684;0;1684;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:21;0;282;496;843
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-893.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;361;749;1149;0;1149;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:22;0;391;496;887
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-912.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;361;749;1149;0;1149;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:22;0;391;496;887
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-933.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;360;745;1143;0;1143;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:22;0;391;496;887
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-952.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;360;745;1143;0;1143;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:22;0;391;496;887
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-972.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;870;1325;0;1325;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:22;0;1;496;497
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-17-992.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;870;1325;0;1325;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:23;0;1;496;497
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-039.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;287;596;898;1;899;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:23;0;72;496;568
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-061.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;287;596;898;1;899;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:23;0;72;496;568
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-083.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;709;1087;0;1087;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:23;0;382;496;878
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-103.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;709;1087;0;1087;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:23;0;382;496;878
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-125.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;360;744;1118;0;1118;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:23;0;387;496;883
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-146.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;360;744;1118;0;1118;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;387;496;883
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-168.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;359;741;1107;0;1107;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;387;496;883
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-189.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;359;741;1107;0;1107;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;387;496;883
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-213.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;871;1307;0;1307;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;4;496;500
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-234.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;871;1307;0;1307;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;4;496;500
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-255.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;334;692;1060;0;1060;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;379;496;875
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-277.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;334;692;1060;0;1060;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;379;496;875
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-298.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;706;1051;0;1051;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;382;496;878
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-319.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;706;1051;0;1051;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;382;496;878
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-374.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;325;669;1004;0;1004;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;89;496;585
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-396.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;325;669;1004;0;1004;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;89;496;585
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-419.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;352;727;1083;0;1083;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;386;496;882
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-445.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;352;727;1083;0;1083;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;386;496;882
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-504.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;311;648;949;0;949;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;396;496;892
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-527.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;311;648;949;0;949;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;396;496;892
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-548.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;708;1038;0;1038;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;382;496;878
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-573.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;708;1038;0;1038;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;382;496;878
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-592.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;871;1265;1;1266;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;6;496;502
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-625.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;871;1265;1;1266;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;6;496;502
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-638.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;286;595;865;0;865;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;72;496;568
